policyholder_id,make,model,manufacture_year,vehicle_type,vin,registration_number,engine_capacity,fuel_type,seating_capacity,market_value,odometer_reading,has_anti_theft,has_airbags,has_abs,is_modified
ZW-PH-1972986612,Suzuki,Alto,2015,SEDAN,NNE2JJLR5L1F32PG8,NDI 5801,2302,DIESEL,5,4060.4,191659,True,True,True,False
ZW-PH-6791534840,Mitsubishi,Pajero,2013,SUV,UN3E032W4TJ01B3S2,FXA 4639,4792,PETROL,7,11663.3,219230,True,True,True,True
ZW-PH-1787485139,Volkswagen,Polo,2019,HATCHBACK,4E7AUYZX2GNPX336G,IKL 3799,1909,PETROL,5,17243.64,151727,True,True,True,False
ZW-PH-1787485139,Mercedes-Benz,E-Class,2012,SEDAN,ZX1GAJKEW54UH4EZC,QQN 8456,1686,PETROL,5,9832.62,252852,True,True,True,False
ZW-PH-9075586461,Mitsubishi,Colt,2015,SUV,6BMLA4RTZ3WXXE71V,KOV 9660,3549,DIESEL,5,4630.71,172572,False,True,True,False
ZW-PH-7491258756,Mazda,BT-50,2015,SEDAN,0NR86S0LW0Z073ZXM,GTE 1590,1428,PETROL,5,7816.93,256629,True,True,True,False
ZW-PH-6549030016,Ford,Everest,2014,TRUCK,MLFK4C1310UY7R805,LVA 0593,3484,PETROL,2,9030.37,206292,False,True,True,True
ZW-PH-2191117750,Mitsubishi,Pajero,2021,SUV,1V2C6ANLUZGMR1HYS,GVV 7829,4195,DIESEL,7,7301.25,81057,True,True,True,True
ZW-PH-2447757893,Toyota,Yaris,2016,SEDAN,L8NPT3YB6VAXZ0X7X,GTV 9909,1834,DIESEL,5,8362.5,217368,False,True,True,False
ZW-PH-7981484016,Ford,Focus,2013,TRUCK,9XBUM259MA32KCR42,VKZ 3610,4844,DIESEL,5,6937.24,217901,True,True,True,True
ZW-PH-3626590330,Toyota,Wish,2017,HATCHBACK,1Y00A8SA4F1UX4EY6,OVO 5010,1583,PETROL,5,13351.52,136545,False,True,True,False
ZW-PH-8030842763,Mercedes-Benz,Sprinter,2014,SEDAN,16RSXK3UZRN4N2WKR,ZHH 4969,2316,PETROL,5,10000.07,242599,True,True,True,False
ZW-PH-2486264112,BMW,1 Series,2016,HATCHBACK,JXKVSTK82WYC8ACU5,NZF 1543,1943,PETROL,5,17692.17,165204,False,True,True,False
ZW-PH-8218353724,Honda,Civic,2014,SEDAN,Y4S8PECG2LUPLDHEK,LSH 9937,2039,PETROL,5,5866.41,287173,True,True,True,False
ZW-PH-8218353724,Nissan,Patrol,2017,SUV,T31VXSD6ZN5GL1JN6,ICQ 4407,4383,DIESEL,5,4023.0,216385,True,True,True,False
ZW-PH-8218353724,Mercedes-Benz,E-Class,2016,HATCHBACK,HCBE1WB09J9L5MZJZ,ODY 1741,2349,PETROL,5,19852.34,222712,True,True,True,False
ZW-PH-4099939728,Ford,Fiesta,2010,TRUCK,3TE9RLKMEDYSXJK5U,GNJ 5026,2671,DIESEL,2,7442.47,349204,False,True,True,False
ZW-PH-5987867347,Ford,Everest,2017,TRUCK,VVFJ2N8JEUKE7WFLJ,KXL 4955,2515,DIESEL,5,12581.84,205209,False,True,True,True
ZW-PH-2298273422,Toyota,Raum,2014,SEDAN,NL9TAU6TNX1GF0AH2,RJF 5021,1351,PETROL,5,4254.31,249452,False,True,True,False
ZW-PH-2633395525,Isuzu,KB,2009,TRUCK,MJRR6H1VUCP12WXVE,UVZ 1956,4578,DIESEL,5,6926.15,371818,True,True,True,True
ZW-PH-4954171322,Honda,HR-V,2016,SEDAN,SYRBTXZ9YY4K63K4S,EFM 1197,1813,HYBRID,5,6181.47,234235,False,True,True,False
ZW-PH-7795206300,Volkswagen,Polo,2007,HATCHBACK,8UNHDAVGMZTSNZZSB,EUI 7429,2050,DIESEL,5,4303.82,449841,False,True,True,False
ZW-PH-6059667956,Suzuki,Swift,2015,SEDAN,60L8BY4WX1ZD4Y3HY,YNV 0299,1554,PETROL,5,2518.16,208908,True,True,True,False
ZW-PH-7748398209,Mercedes-Benz,Sprinter,2008,SEDAN,UH0N2UUKN5D55K5F3,BWE 9311,1358,PETROL,5,14682.04,306771,False,True,True,False
ZW-PH-3440117948,Mitsubishi,Colt,2017,SUV,7DA4MFL5A48ES4CZZ,NQN 4404,3184,PETROL,5,13606.4,193255,True,True,True,False
ZW-PH-3440117948,Honda,Accord,2021,SEDAN,7K0LA744D28JRJ1AS,KMU 9726,1726,PETROL,5,20084.77,101247,True,True,True,False
ZW-PH-1744556987,Honda,CR-V,2023,SEDAN,MDTNUP3C0BAMC9UNY,XQD 9720,2310,DIESEL,5,23663.63,54787,True,True,True,False
ZW-PH-1254977758,Mitsubishi,L200,2015,SUV,MUYTN2SDZD7H0EGB1,QKX 2993,3634,DIESEL,5,9725.98,213851,False,True,True,False
ZW-PH-1274627571,Isuzu,Trooper,2014,TRUCK,KLBS38RH5YCPGBK0V,RWO 3614,3211,DIESEL,2,11611.69,229221,False,True,True,False
ZW-PH-5974257668,Volkswagen,Passat,2010,SEDAN,R4A8N5D45GW509LRH,YPS 7401,1537,DIESEL,5,6068.77,366784,False,True,True,False
ZW-PH-5032757968,Mazda,Demio,2015,SEDAN,LPRJLKWNKZFP4V2YM,DQK 5546,1605,PETROL,5,12037.91,184484,False,True,True,False
ZW-PH-5449556401,Mazda,Demio,2002,HATCHBACK,7HCX1G0FR86TGBWZ3,QSW 5329,2330,PETROL,5,2825.84,540880,False,True,False,False
ZW-PH-1676170663,Ford,Ranger,2022,TRUCK,S9DXCJUAC15CH4ZFD,HEZ 4203,2752,DIESEL,5,7037.57,92067,False,True,True,True
ZW-PH-5493105309,Mitsubishi,Pajero,2011,SUV,RPKNU76LV6NZU4GPL,SCD 7922,3412,DIESEL,5,1447.21,251670,False,True,True,False
ZW-PH-5493105309,Volkswagen,Amarok,2014,SEDAN,UE1MESX2N6EPZWN44,DER 7872,1406,HYBRID,5,13222.62,238521,False,True,True,False
ZW-PH-5517615485,Volkswagen,Tiguan,2016,SEDAN,7TSZ3XA6L1PEYJS4H,YTJ 5496,1971,PETROL,5,9074.54,208905,True,True,True,False
ZW-PH-5517615485,Mazda,CX-5,2014,SEDAN,A1MCS5GCHYTRVFXUA,IBG 8938,1559,PETROL,5,2245.26,266405,False,True,True,False
ZW-PH-6327429345,Suzuki,Vitara,2015,HATCHBACK,ZW0PGYC1HLXVT6RY9,NFV 0550,2223,DIESEL,5,3522.17,238852,True,True,True,True
ZW-PH-0637243297,BMW,X5,2008,HATCHBACK,7X228FAXFYB6J4N5P,FJU 7061,2448,PETROL,5,12455.41,427997,False,True,True,False
ZW-PH-8415450709,Suzuki,Dzire,2006,SEDAN,CDVYBB7N5XSK7S07K,MCN 6991,1883,PETROL,5,2708.77,501608,True,True,False,False
ZW-PH-1993867080,Mercedes-Benz,GLE,2012,SEDAN,NHPLPARKGF34A9CNP,ZHQ 3416,1511,HYBRID,5,20937.03,288019,False,True,True,False
ZW-PH-1993867080,Volkswagen,Polo,2018,SEDAN,R2C4H7VZGM14K8NGF,VGI 3285,2480,DIESEL,5,12454.13,183872,True,True,True,False
ZW-PH-2703497387,Suzuki,Alto,2012,HATCHBACK,U101VWFABW95HZ8Y4,CET 9792,1375,DIESEL,5,2066.54,218552,False,True,True,False
ZW-PH-2627937219,Honda,Accord,2015,SEDAN,G6R52DG7YFNPVTPZV,PSZ 7179,2202,PETROL,5,11377.64,184481,True,True,True,False
ZW-PH-2627937219,Toyota,RunX,2015,SEDAN,0USELM4AJ77AJJRT1,OGF 2924,1505,PETROL,5,10837.7,206606,True,True,True,False
ZW-PH-7181156346,Honda,Stream,2016,SEDAN,YZ9YY5E0HEEFRR50N,CFD 4246,1794,PETROL,5,2843.22,196923,False,True,True,False
ZW-PH-2283385935,Honda,Accord,2011,SEDAN,MWZBZGMFJEKJUH0D8,HMS 4320,2193,DIESEL,5,9163.37,357359,False,True,True,False
ZW-PH-8627997790,Toyota,Yaris,2016,SEDAN,07GKYR9J5VSKJ8RM7,TRA 4170,1740,DIESEL,5,11995.04,229066,True,True,True,False
ZW-PH-8834647530,Suzuki,Vitara,2001,HATCHBACK,DY3KEXZTCBF5WW8AL,PNE 9511,2346,PETROL,5,2627.08,395442,False,True,True,False
ZW-PH-8834647530,Toyota,Corolla,2018,HATCHBACK,GRBFFBAYSBH2DDM6U,VXG 7672,1478,PETROL,5,6572.2,168125,True,True,True,False
ZW-PH-3039391473,BMW,3 Series,2014,HATCHBACK,AVXSZW7DRNWCP4TTS,YCE 6599,2379,PETROL,5,13956.79,214302,False,True,True,False
ZW-PH-6436606081,Mitsubishi,Pajero,2017,SUV,CL8YG44Z6Z7W63CWR,SZY 6566,4145,DIESEL,7,4420.94,214491,False,True,True,False
ZW-PH-6744218611,Volkswagen,Polo,2005,HATCHBACK,NU0U9P3DYJHSNCL59,DQM 2036,1296,PETROL,5,5691.74,394886,False,True,False,False
ZW-PH-6744218611,Nissan,NP300,2017,SEDAN,HHRJ910VBDD6JFKJF,PDF 3331,1434,PETROL,5,7640.75,159747,True,True,True,False
ZW-PH-1413512591,Isuzu,MU-X,2006,TRUCK,BYHN0UWA9XBB5BAWP,BLC 2259,4452,DIESEL,2,6711.86,490790,False,True,True,False
ZW-PH-6009457570,Mitsubishi,Colt,2016,SUV,AVVA8KUBRBDXNA3LF,KKA 9674,3180,PETROL,5,4639.92,215985,False,True,True,False
ZW-PH-8516049099,Ford,EcoSport,2012,TRUCK,8JST32PV1AX31590Z,CJV 4738,3512,DIESEL,5,9573.68,294809,False,True,True,False
ZW-PH-8516049099,Honda,Fit,2006,SEDAN,YFRP65VRTJENR09C5,SIX 5078,2204,PETROL,5,5349.02,470088,False,True,True,False
ZW-PH-3325437190,Mercedes-Benz,Vito,2013,SEDAN,X9C40A58M7K5PY7ED,LRU 0328,1725,PETROL,5,13484.37,258385,False,True,True,False
ZW-PH-3325437190,Mercedes-Benz,E-Class,2014,HATCHBACK,4D9LWTP62C9K13RHH,KKJ 1220,1644,DIESEL,5,13828.44,296945,False,True,True,False
ZW-PH-6912561107,Mitsubishi,Outlander,2017,SUV,98FPMC6E9DM37476C,EWP 2140,2969,DIESEL,5,2988.06,200733,True,True,True,False
ZW-PH-3711948101,Ford,Fiesta,2010,TRUCK,D793HDCP0H5F416MZ,FHZ 7437,4971,PETROL,2,7813.12,251864,False,True,True,False
ZW-PH-3711948101,Ford,Focus,2014,TRUCK,GX0GED2V2BAT5C064,SYK 3573,3951,DIESEL,5,13894.56,288862,False,True,True,True
ZW-PH-3711948101,Mercedes-Benz,Sprinter,2011,HATCHBACK,6J0MNSRNW0EGRDT1B,ZSH 8050,1953,DIESEL,5,14241.14,248136,False,True,True,False
ZW-PH-3369880848,Mercedes-Benz,ML-Class,2024,SEDAN,E8RPNHH115Z73XR17,QYF 0919,1755,HYBRID,5,18237.03,41284,True,True,True,False
ZW-PH-1155851736,Mercedes-Benz,E-Class,2023,SEDAN,D745JBB5BZJB4G7LM,MQD 6777,2460,DIESEL,5,31303.52,72167,True,True,True,False
ZW-PH-7736588210,BMW,1 Series,2018,HATCHBACK,F3FJU5A2P30MSPLV8,DUU 2516,2423,PETROL,5,7234.0,165684,True,True,True,False
ZW-PH-3562856229,Ford,Everest,2007,TRUCK,SZDFFYJJVKR33UU2P,RWB 0056,3080,PETROL,5,5235.09,394210,False,True,True,False
ZW-PH-3562856229,Mitsubishi,ASX,2012,SUV,HUR2YD2GWLN7YEMVD,CDS 4270,3125,DIESEL,5,4688.03,295188,False,True,True,False
ZW-PH-6544828163,Honda,Fit,2019,HATCHBACK,S88V3CYY8VF7VC4G7,AWP 2430,1645,DIESEL,5,9258.76,113989,True,True,True,False
ZW-PH-4650552771,Volkswagen,Golf,2015,SEDAN,PC70NFS0L348L5P4M,CCK 4539,1222,PETROL,5,10004.7,227762,False,True,True,False
ZW-PH-7012919620,Isuzu,Trooper,2012,TRUCK,3YTVGEBMXBVXH90YG,HUC 6199,3463,DIESEL,5,9956.61,257719,False,True,True,False
ZW-PH-6507961368,Honda,HR-V,2023,SEDAN,RB7YW9SHZKYGYWW1E,VKN 6117,2034,PETROL,5,5372.48,74696,False,True,True,False
ZW-PH-2003718675,Mercedes-Benz,E-Class,2005,SEDAN,GC07L80F6MLHD3716,MIL 2205,1606,PETROL,5,5828.27,466482,False,True,False,True
ZW-PH-0502980969,Ford,Focus,2020,TRUCK,G8E1U8105TUDPZ860,FKM 1525,3987,DIESEL,5,11057.69,123226,True,True,True,False
ZW-PH-2227523968,Isuzu,MU-X,2017,TRUCK,JEA5Y45BYK26RXH7S,LUZ 6064,3265,DIESEL,5,5056.8,149304,True,True,True,False
ZW-PH-4381103791,Nissan,X-Trail,2022,SEDAN,8JZ56UTWM2L8X4EDY,VOL 2013,2423,DIESEL,5,18804.3,61559,True,True,True,False
ZW-PH-7892817875,Mitsubishi,Pajero,2015,SUV,6Y3G8TE69T4KRHR71,URY 3753,2456,DIESEL,7,6886.45,251393,False,True,True,True
ZW-PH-2264243166,Volkswagen,Passat,2012,SEDAN,CTRTTFPJ1GLA5AY3V,CYU 3891,1807,PETROL,5,8219.53,264502,False,True,True,False
ZW-PH-8899847904,Nissan,Note,2015,HATCHBACK,95KE2B1FLZF5SA81B,VMS 0344,1383,PETROL,5,5485.86,185659,True,True,True,False
ZW-PH-1252692180,Ford,Focus,2013,TRUCK,PRX7A2FSE1HD7Y9TP,MYK 8686,3580,DIESEL,2,10496.39,264539,False,True,True,False
ZW-PH-3268347414,Mazda,CX-5,2017,SEDAN,8VK7FUPEN80K6D563,AFN 9385,1937,PETROL,5,4621.62,143390,False,True,True,False
ZW-PH-9917372454,Toyota,Vitz,2011,SEDAN,AZAYWUPS3EJLLAEFF,VLX 7825,2496,DIESEL,5,6058.06,372195,False,True,True,False
ZW-PH-9001431486,Ford,Ranger,2013,TRUCK,UV7ZJUYJ7FZH8ET1R,MFG 2888,3711,PETROL,2,2404.24,235039,True,True,True,True
ZW-PH-8624455835,BMW,3 Series,2015,SEDAN,F2MMKRFABJUXZXTJJ,XGF 9676,1392,PETROL,5,5474.51,257005,False,True,True,False
ZW-PH-8624455835,Honda,HR-V,2012,SEDAN,69BY42JYSJRYSMTWR,BFZ 8810,2206,PETROL,5,5259.9,269263,True,True,True,False
ZW-PH-5451112084,Nissan,Qashqai,2014,SEDAN,BR1ZS28F76D16SXFU,AGS 9597,1813,HYBRID,5,4553.55,222738,True,True,True,False
ZW-PH-3896064643,Mitsubishi,ASX,2009,SUV,DLLZS5SNBP05JWWT9,XLB 4780,4261,DIESEL,7,3499.63,371778,True,True,True,False
ZW-PH-3896064643,Volkswagen,Polo,2016,SEDAN,VHDU3DLLZ9GXB4T5A,HTW 2609,2255,DIESEL,5,8933.1,157495,False,True,True,False
ZW-PH-1638557074,Isuzu,KB,2007,TRUCK,U0V9SEFW5SBW6H3Y4,UON 8957,3301,DIESEL,2,10477.72,334832,False,True,True,True
ZW-PH-7387844120,Mitsubishi,Pajero,2015,SUV,SSNXUP5J4WDMBMZR9,TOW 5975,4156,DIESEL,7,7155.82,266641,True,True,True,False
ZW-PH-8213034046,Volkswagen,Golf,2002,SEDAN,DM8T896ECDJK1N5UP,QMZ 8493,2212,PETROL,5,4558.35,413068,False,True,False,False
ZW-PH-1120844281,Mercedes-Benz,Vito,2013,SEDAN,CNUJY82WTRK93XV2S,YYX 3927,2242,PETROL,5,12900.5,253928,False,True,True,False
ZW-PH-7998665071,Toyota,Wish,2011,HATCHBACK,FPSJWS1GGL1CGXES5,MSO 9188,2313,DIESEL,5,1402.81,238509,True,True,True,True
ZW-PH-8166447904,Mercedes-Benz,GLE,2016,SEDAN,CLPNNVWJ5ZNHR95GN,PEH 4669,2187,DIESEL,5,28787.48,176894,False,True,True,False
ZW-PH-5453630949,Honda,Accord,2024,SEDAN,PL70VNSB8NFL4DGLE,OPE 9101,1330,HYBRID,5,28244.28,48877,True,True,True,False
ZW-PH-5453630949,Ford,Focus,2011,TRUCK,CF2DK7PP7YTA9TWJX,WJS 0215,4616,DIESEL,2,6525.46,346961,False,True,True,False
ZW-PH-1878320010,Volkswagen,Amarok,2006,SEDAN,XA0JXRJTDVB7U1M3W,TMP 9023,1728,PETROL,5,8009.78,471720,False,True,True,False
ZW-PH-5216557238,Isuzu,D-Max,2022,TRUCK,B7MJ0DF28FJK237XJ,QEW 8477,3889,PETROL,2,9755.21,96673,True,True,True,False
ZW-PH-1388489246,Mitsubishi,ASX,2014,SUV,PF1XKXW5BG0F8DNUH,MEA 4845,4322,PETROL,7,5558.54,208143,False,True,True,False
ZW-PH-7331849411,Suzuki,Jimny,2012,SEDAN,U40BE4HMCY259XGX7,INO 0658,2452,PETROL,5,4752.88,293180,False,True,True,False
ZW-PH-6000136411,Mercedes-Benz,Vito,2011,HATCHBACK,ZJP7C6RWP2PBUXT9T,JEL 4880,1738,PETROL,5,11054.02,280998,False,True,True,False
ZW-PH-0586720900,Volkswagen,Passat,2015,SEDAN,Y0GFSRTLLKSZAB231,QIC 5754,1366,PETROL,5,8792.51,244574,False,True,True,False
ZW-PH-2453153234,Ford,Fiesta,2012,TRUCK,7M8NN6XUU4E9WAVJH,ZBV 4149,3561,PETROL,2,10275.1,249040,True,True,True,False
ZW-PH-2570574392,Isuzu,Trooper,2004,TRUCK,5T7ZT7X183RLJX72B,NSF 6221,3665,DIESEL,2,9991.71,386859,False,True,True,True
ZW-PH-2430378789,Honda,Stream,2022,SEDAN,6N98Z2ME127FCCE5D,ASV 7367,2056,DIESEL,5,3703.52,86513,True,True,True,False
ZW-PH-6449729464,Mercedes-Benz,E-Class,2014,HATCHBACK,DZ2SZDS7KPUKVNVTL,KDE 1715,2185,PETROL,5,24615.29,196204,False,True,True,False
ZW-PH-6449729464,Volkswagen,Passat,2017,HATCHBACK,1YRDDK1PNZV7G0Z58,FPJ 1400,1619,PETROL,5,4013.59,165767,True,True,True,False
ZW-PH-3989514881,Ford,EcoSport,2004,TRUCK,WEG6WHA2NJ1B3XKJZ,DRR 5095,4957,DIESEL,5,7800.33,407585,False,True,True,True
ZW-PH-7340884008,Nissan,Note,2012,HATCHBACK,8D5BPTSEBBKRKM808,LGT 4890,1619,PETROL,5,2034.33,327148,False,True,True,True
ZW-PH-0149885868,Honda,CR-V,2009,SEDAN,PVB94JUT0MU2218XW,ZJF 7668,1745,PETROL,5,6740.31,331655,False,True,True,True
ZW-PH-0158295511,Mercedes-Benz,C-Class,2014,SEDAN,VS1HHZP35MR2LGH11,AYK 4213,2189,PETROL,5,7275.13,181886,False,True,True,False
ZW-PH-0158295511,Mazda,Demio,2006,HATCHBACK,43D7KJHMBU3W34BWP,TXC 3124,1944,PETROL,5,3595.23,308819,False,True,True,False
ZW-PH-8187406180,Ford,EcoSport,2020,TRUCK,46LEFTAWEM04LK52F,EEM 3336,4557,DIESEL,5,12125.89,126401,True,True,True,False
ZW-PH-8543651043,Toyota,Raum,2023,SEDAN,HFBWU0HEHCTYG1GKS,EAX 2384,1762,DIESEL,5,11764.26,76422,True,True,True,False
ZW-PH-2837904856,BMW,5 Series,2006,HATCHBACK,MYVTXY017977ZZ5L5,JYQ 3969,2298,PETROL,5,14197.49,417832,False,True,True,False
ZW-PH-1489314025,Ford,Fiesta,2013,TRUCK,WUVP156CVXCCT4W64,YJU 3042,2486,DIESEL,5,7484.28,258909,False,True,True,True
ZW-PH-1489314025,Honda,Civic,2014,SEDAN,JMFPVE7C4KRWAEJTD,WBC 6940,1734,PETROL,5,5236.16,214081,False,True,True,False
ZW-PH-5134940985,Volkswagen,Golf,2008,HATCHBACK,G9CE81YK9G33UN6SA,HPT 6379,1446,DIESEL,5,4370.05,322318,True,True,True,False
ZW-PH-5134940985,Nissan,NP300,2014,HATCHBACK,WG4HY37KA6P1SY4NE,OFC 3909,1854,PETROL,5,4243.89,238578,False,True,True,False
ZW-PH-8272076879,Mazda,BT-50,2014,SEDAN,YULKFF09ZEVB15EFW,VUV 4528,1679,DIESEL,5,2194.12,236860,False,True,True,False
ZW-PH-6884000365,Isuzu,MU-X,2021,TRUCK,K4TAZJL599GH9MZVS,BVW 9147,4811,PETROL,2,14295.11,108829,True,True,True,False
ZW-PH-5102586042,Ford,EcoSport,2014,TRUCK,WGUTD76M6601EGCZX,FAY 1923,3193,PETROL,2,14301.51,211427,True,True,True,False
ZW-PH-5102586042,Honda,HR-V,2021,SEDAN,G43EL1HGNVYG5T17X,ERO 6537,1639,PETROL,5,8462.65,96123,True,True,True,False
ZW-PH-7850454282,Volkswagen,Passat,2016,SEDAN,UCYUNPPH3GTBCM1NF,EKM 4338,1834,DIESEL,5,11604.47,197702,True,True,True,False
ZW-PH-8114147741,Volkswagen,Tiguan,2001,SEDAN,Z3096S3MGJ7P4HKWP,JHM 3994,1433,PETROL,5,7519.82,406451,True,True,False,False
ZW-PH-8536345590,Mercedes-Benz,ML-Class,2014,SEDAN,VVH2KDN34W1GWNFX3,OLZ 8641,1307,PETROL,5,24047.41,296212,False,True,True,True
ZW-PH-4832944149,Mazda,BT-50,2023,HATCHBACK,2R947GACCDXJDVE1T,TSR 5428,2455,PETROL,5,17658.54,48596,True,True,True,False
ZW-PH-1396218721,Nissan,NP300,2017,SEDAN,K6WXYEESFCE6LKCFF,VJH 5585,1667,PETROL,5,2857.92,220822,True,True,True,False
ZW-PH-1396218721,Suzuki,Jimny,2019,HATCHBACK,L57JB268UMZV08SF2,GLH 9590,1647,PETROL,5,6490.35,155018,True,True,True,True
ZW-PH-4196331888,Suzuki,Jimny,2005,SEDAN,YF5VT3TT8YU3K2U7C,PZI 6831,1308,PETROL,5,2983.75,409916,True,True,True,False
ZW-PH-7975653115,Honda,CR-V,2011,SEDAN,493UBLD4FXK17T81B,DIK 7731,1618,DIESEL,5,4030.24,345151,True,True,True,False
ZW-PH-7716335022,BMW,3 Series,2011,SEDAN,L1LRMHGHNCXVE1JU7,UNO 7475,2249,PETROL,5,6788.1,311927,True,True,True,False
ZW-PH-1647527233,Nissan,Qashqai,2017,HATCHBACK,AKPDEJPKNRHN1N9V1,NRL 4538,1471,PETROL,5,15395.39,163128,True,True,True,False
ZW-PH-9782385126,Mitsubishi,L200,2018,SUV,V0H07DHMR0311X0MA,PZO 8935,3263,PETROL,5,15461.78,155739,False,True,True,True
ZW-PH-2947379562,Honda,Stream,2019,SEDAN,70WC89WUG9W1XVERH,IMG 0539,1339,DIESEL,5,11996.97,130586,True,True,True,False
ZW-PH-5334355889,Toyota,Corolla,2017,SEDAN,W66P60UTYA0XK636W,FSB 7044,1681,PETROL,5,7839.08,199680,True,True,True,False
ZW-PH-2663972050,Mazda,Demio,2017,SEDAN,AFE3Y6Z3K1U3C6LET,BXB 6550,1902,PETROL,5,8092.0,213816,False,True,True,False
ZW-PH-0646017121,Isuzu,MU-X,2011,TRUCK,GBCRC5AY1RW37HLCZ,IGT 0216,2967,DIESEL,5,6095.38,371443,False,True,True,False
ZW-PH-2254821924,Isuzu,KB,2012,TRUCK,ZUPZ7XRG8E5K2T3VC,OHB 5744,3232,DIESEL,2,6440.44,222922,True,True,True,False
ZW-PH-2254821924,Nissan,Note,2006,HATCHBACK,3TABXPANPA4TYWM9S,DKE 8831,1904,DIESEL,5,5653.69,496285,False,True,False,False
ZW-PH-5693139143,Isuzu,KB,2018,TRUCK,ZLY5ZCH1AE4LEL5AF,DFE 7822,2489,DIESEL,5,18355.41,194704,True,True,True,False
ZW-PH-5693139143,Isuzu,D-Max,2017,TRUCK,70YTELML1YX0GHJA6,GJI 3283,2618,DIESEL,2,18070.25,160826,True,True,True,False
ZW-PH-9713993784,Suzuki,Jimny,2014,SEDAN,KCV5JH7HC3450N5MP,DDY 5078,1916,PETROL,5,1908.89,226239,False,True,True,False
ZW-PH-3047526733,Suzuki,Swift,2019,HATCHBACK,G2KLVZ5WJDFDJ1WTH,YRO 6432,1966,PETROL,5,1878.19,128240,True,True,True,False
ZW-PH-6640471895,Volkswagen,Tiguan,2018,HATCHBACK,FNH2525LD9E94N37F,UWL 2874,1404,PETROL,5,13058.39,125680,True,True,True,False
ZW-PH-0175315114,Suzuki,Swift,2004,SEDAN,T0057MX7B43LDKEUT,OYG 9549,1884,DIESEL,5,1508.41,522209,False,True,True,False
ZW-PH-0175315114,Nissan,Juke,2017,HATCHBACK,EM4431S335G1AHXVM,QKU 8868,2205,DIESEL,5,13960.44,206381,True,True,True,False
ZW-PH-0175315114,Mitsubishi,Colt,2021,SUV,AU33HCDKTNVURCPHT,XFZ 6062,4515,DIESEL,7,20243.83,98359,False,True,True,False
ZW-PH-7347477266,Isuzu,KB,2022,TRUCK,SC6ZU2T347ENMKURU,XON 5032,3468,DIESEL,5,15798.46,81964,False,True,True,False
ZW-PH-3465049075,Suzuki,Dzire,2013,SEDAN,MVXJVBH0DTTY01312,IGW 1921,2275,PETROL,5,6528.23,240745,True,True,True,False
ZW-PH-7666665524,Suzuki,Dzire,2014,SEDAN,04E2P608DHJG0SF2L,HZN 9698,1745,PETROL,5,2571.25,291053,False,True,True,False
ZW-PH-5194724711,BMW,5 Series,2011,SEDAN,G4PEX0YDA172RLRNM,BLG 1769,1923,PETROL,5,15768.64,339587,False,True,True,False
ZW-PH-8737564112,Suzuki,Dzire,2009,SEDAN,BB5XLGAF1U6HHBPZ8,WFT 2103,1664,DIESEL,5,3072.47,389960,True,True,True,False
ZW-PH-8737564112,Volkswagen,Amarok,2014,SEDAN,AG4WJ8ZZK3WGH055F,AGB 9542,2204,PETROL,5,8808.64,224464,True,True,True,False
ZW-PH-7618168228,Mercedes-Benz,GLE,2009,HATCHBACK,RGE0YY79W3KT1AKHH,EKM 0454,1366,PETROL,5,5251.53,402799,False,True,True,False
ZW-PH-7878730695,BMW,1 Series,2018,SEDAN,8F0Y4V5STGX5HGD8V,ORB 4095,2142,PETROL,5,7551.88,170495,True,True,True,False
ZW-PH-7878730695,Nissan,Juke,2008,SEDAN,M9BKXJ22WW5P95D55,VUQ 4274,2096,PETROL,5,9150.13,334525,True,True,False,True
ZW-PH-4440552049,Mitsubishi,Pajero,2014,SUV,EHA3RNJYK08HTBCLE,LTL 4638,4732,PETROL,7,8350.27,286243,False,True,True,False
ZW-PH-4440552049,Ford,Fiesta,2001,TRUCK,BFYE7AF8ZKNCZLS4V,NKX 1404,4846,DIESEL,2,8350.02,579634,True,True,True,False
ZW-PH-8368112337,Honda,Civic,2012,SEDAN,PWS2WNR6FGLVJBZ6S,FZS 2671,2315,DIESEL,5,1821.58,330195,False,True,True,False
ZW-PH-8970727233,Mercedes-Benz,GLE,2014,SEDAN,PBH00B77VSNZBFA7Z,SVX 1697,1995,PETROL,5,17199.06,242516,False,True,True,False
ZW-PH-1210257252,Honda,CR-V,2014,SEDAN,FJ34WD6VPJFZD2L0V,ZRK 6178,1260,PETROL,5,5109.56,297986,False,True,True,False
ZW-PH-0005115854,Mitsubishi,ASX,2004,SUV,DHFTNUXRWW9PV1DVH,ZRE 8210,4069,PETROL,5,5441.5,516317,True,True,True,True
ZW-PH-8817210687,Nissan,X-Trail,2011,SEDAN,GDYS4XBGZ1L0T4M1J,BYS 8439,1657,PETROL,5,6251.97,327834,False,True,True,False
ZW-PH-8817210687,Honda,Stream,2013,HATCHBACK,2PZ86XEAJEGEA6ZZ9,WGC 6819,2147,PETROL,5,3637.7,298794,False,True,True,False
ZW-PH-6731973214,BMW,5 Series,2016,SEDAN,TFL0JMPSGCKE1S8JS,ECX 4248,2195,PETROL,5,24743.68,233378,False,True,True,False
ZW-PH-1199781811,BMW,3 Series,2014,SEDAN,3JH2N0A5ZD3LB981E,HWE 2059,1276,PETROL,5,9606.99,187401,True,True,True,False
